order_id,order_date,category,product_name,region,sales_channel,customer_segment,payment_method,unit_price,quantity,discount_pct,revenue,units_returned,customer_rating,delivery_days
684,2025-01-11,Automotive,Phone Mount,Middle East,In-Store,New,PayPal,926.44,4,10,3335.18,0,2.7,4
685,2025-04-14,Clothing,T-Shirt,Europe,Mobile App,Churned,Bank Transfer,231.75,7,0,1622.25,0,3.9,8
686,2025-08-01,Beauty,Lipstick,Asia Pacific,Mobile App,New,Buy Now Pay Later,973.83,10,0,9738.3,0,3.9,6
687,2025-11-08,Sports,Dumbbells,Middle East,Online,Returning,PayPal,1309.7,17,15,18925.17,0,3.5,2
688,2025-03-06,Automotive,Car Mat,Europe,Online,Returning,PayPal,142.18,19,5,2566.35,0,1.3,12
689,2025-04-01,Automotive,Jump Starter,Europe,In-Store,Returning,Crypto,910.75,10,10,8196.75,0,4.9,4
690,2025-03-27,Books,Cookbook,North America,Mobile App,Churned,Crypto,708.72,14,20,7937.66,0,4.3,13
691,2025-11-01,Automotive,Car Mat,Latin America,Marketplace,New,Bank Transfer,808.11,18,0,14545.98,0,2.9,8
692,2025-03-11,Books,Cookbook,Middle East,Marketplace,New,Bank Transfer,1073.72,7,0,7516.04,0,1.0,14
693,2025-07-16,Beauty,Serum,Latin America,Marketplace,Churned,Bank Transfer,736.88,19,0,14000.72,0,1.2,2
694,2025-06-28,Toys,RC Car,Europe,In-Store,Churned,Bank Transfer,766.86,16,15,10429.3,0,3.6,7
695,2025-12-24,Sports,Dumbbells,Latin America,Online,Premium,Credit Card,1000.19,5,10,4500.86,0,4.8,3
696,2025-02-17,Books,Self-Help Book,Middle East,In-Store,New,Credit Card,968.37,13,20,10071.05,0,4.9,2
697,2025-09-14,Sports,Bicycle,Europe,Marketplace,Premium,Bank Transfer,1451.69,13,10,16984.77,0,4.0,12
698,2025-04-18,Clothing,T-Shirt,Middle East,Mobile App,Returning,Bank Transfer,1395.38,13,10,16325.95,2,4.3,1
699,2025-03-29,Clothing,T-Shirt,Latin America,Marketplace,Premium,Crypto,268.72,6,0,1612.32,0,1.7,2
700,2025-04-04,Automotive,Seat Cover,Europe,In-Store,Returning,Credit Card,1214.72,7,10,7652.74,0,4.5,8
701,2025-07-13,Clothing,Suit,Europe,Online,Premium,Credit Card,191.4,3,15,488.07,0,2.9,11
702,2025-01-22,Clothing,T-Shirt,North America,Mobile App,New,Buy Now Pay Later,149.78,17,0,2546.26,0,3.1,13
703,2025-07-09,Books,Cookbook,Latin America,Mobile App,Churned,Bank Transfer,1024.38,11,15,9577.95,0,4.8,11
704,2025-02-21,Toys,Puzzle,Middle East,Online,Premium,Bank Transfer,9.61,13,0,124.93,1,4.5,5
705,2025-01-02,Sports,Running Shoes,Latin America,Marketplace,Churned,PayPal,1479.34,11,0,16272.74,0,4.5,13
706,2025-11-10,Beauty,Foundation,Latin America,In-Store,Churned,Crypto,1191.97,12,20,11442.91,0,4.8,8
707,2025-09-24,Clothing,Suit,Latin America,Mobile App,Returning,PayPal,1314.97,17,0,22354.49,0,4.2,5
708,2025-05-04,Automotive,Dash Cam,Latin America,Online,Churned,Buy Now Pay Later,368.82,6,0,2212.92,0,5.0,1
709,2025-12-07,Home & Garden,Plant Pot,Latin America,Mobile App,Returning,Bank Transfer,717.07,4,0,2868.28,0,3.5,8
710,2025-07-13,Clothing,Suit,Asia Pacific,In-Store,New,Bank Transfer,1365.7,13,20,14203.28,0,1.9,2
711,2025-04-07,Books,Fiction Novel,North America,Online,Premium,Buy Now Pay Later,1118.2,4,15,3801.88,0,2.3,7
712,2025-06-13,Electronics,Tablet,North America,In-Store,Churned,Crypto,1158.06,5,5,5500.78,0,1.0,14
713,2025-12-15,Automotive,Jump Starter,Europe,Mobile App,Returning,Crypto,686.4,20,10,12355.2,0,3.7,13
714,2025-12-28,Electronics,Smart Watch,Asia Pacific,Mobile App,New,Bank Transfer,863.09,7,25,4531.22,0,4.9,1
715,2025-09-07,Beauty,Lipstick,Europe,In-Store,New,PayPal,1092.46,10,0,10924.6,0,3.2,6
716,2025-02-06,Toys,Doll,Latin America,Mobile App,Churned,Crypto,794.13,10,10,7147.17,0,1.8,14
717,2025-08-23,Toys,LEGO Set,Europe,Mobile App,New,Bank Transfer,983.68,19,0,18689.92,0,2.9,3
718,2025-02-22,Sports,Dumbbells,Europe,Online,Premium,Buy Now Pay Later,1019.09,5,20,4076.36,0,2.7,14
719,2025-01-27,Home & Garden,Sofa,North America,Mobile App,Churned,PayPal,180.43,17,15,2607.21,0,4.9,11
720,2025-09-08,Toys,Board Game,North America,Online,Returning,Crypto,457.52,20,0,9150.4,0,2.5,12
721,2025-01-06,Clothing,Jacket,Latin America,Mobile App,Churned,Bank Transfer,184.4,3,0,553.2,0,3.7,9
722,2025-10-31,Sports,Yoga Mat,Middle East,Marketplace,Premium,Credit Card,275.74,16,20,3529.47,0,1.5,6
723,2025-07-21,Clothing,Suit,Middle East,In-Store,Churned,Credit Card,836.31,18,25,11290.18,17,3.9,13
724,2025-10-12,Clothing,Jeans,North America,In-Store,Returning,Credit Card,673.61,11,0,7409.71,9,1.8,3
725,2025-09-17,Clothing,Sneakers,Asia Pacific,Online,New,Credit Card,451.37,18,0,8124.66,0,4.8,1
726,2025-10-23,Sports,Running Shoes,North America,Mobile App,Churned,PayPal,738.21,11,15,6902.26,0,3.0,12
727,2025-03-14,Clothing,Suit,North America,In-Store,New,PayPal,453.07,7,0,3171.49,0,1.9,6
728,2025-05-11,Books,Self-Help Book,Middle East,Marketplace,New,Buy Now Pay Later,394.71,6,20,1894.61,0,4.8,11
729,2025-11-21,Toys,Doll,Europe,In-Store,New,Bank Transfer,1046.72,7,15,6227.98,0,3.6,9
730,2025-01-14,Home & Garden,Blender,Europe,Mobile App,Churned,Crypto,1446.21,8,0,11569.68,0,3.1,11
731,2025-05-20,Toys,LEGO Set,Asia Pacific,Online,Premium,Bank Transfer,223.76,8,10,1611.07,6,4.9,4
732,2025-09-08,Toys,LEGO Set,North America,In-Store,Premium,Buy Now Pay Later,147.83,12,10,1596.56,0,3.4,1
733,2025-10-10,Home & Garden,Plant Pot,Latin America,In-Store,Premium,Buy Now Pay Later,893.95,13,25,8716.01,0,2.0,11
734,2025-05-17,Home & Garden,Curtains,Europe,In-Store,Churned,Buy Now Pay Later,84.03,12,5,957.94,0,2.7,8
735,2025-08-08,Home & Garden,Blender,Asia Pacific,Marketplace,Premium,Bank Transfer,783.29,8,10,5639.69,0,1.3,5
736,2025-02-17,Toys,Action Figure,North America,Online,New,PayPal,251.84,2,0,503.68,0,3.2,8
737,2025-09-21,Electronics,Headphones,Middle East,In-Store,Churned,Crypto,1029.26,18,0,18526.68,0,3.5,14
738,2025-12-17,Electronics,Camera,Latin America,Mobile App,Returning,Buy Now Pay Later,915.74,20,25,13736.1,0,3.7,13
739,2025-06-30,Sports,Dumbbells,North America,Mobile App,Returning,Buy Now Pay Later,1428.96,14,25,15004.08,0,2.5,2
740,2025-09-05,Beauty,Foundation,Europe,Online,Premium,Bank Transfer,443.85,7,0,3106.95,0,3.3,4
741,2025-09-07,Books,Comic Book,Middle East,Online,Churned,Buy Now Pay Later,90.96,1,25,68.22,0,2.4,1
742,2025-02-21,Beauty,Foundation,Europe,Marketplace,Premium,Credit Card,649.05,7,0,4543.35,0,4.6,7
743,2025-08-29,Clothing,Jacket,North America,In-Store,Premium,PayPal,596.06,10,15,5066.51,0,1.7,13
744,2025-07-01,Books,Fiction Novel,Latin America,Marketplace,Returning,PayPal,1121.9,1,15,953.62,0,3.8,2
745,2025-06-19,Sports,Running Shoes,North America,In-Store,Churned,Crypto,1351.99,6,5,7706.34,0,4.8,5
746,2025-07-24,Clothing,Jacket,Latin America,Marketplace,Returning,Bank Transfer,755.28,13,0,9818.64,0,1.4,1
747,2025-12-14,Home & Garden,Lamp,Asia Pacific,Online,Returning,Credit Card,1245.6,14,0,17438.4,0,2.2,8
748,2025-05-24,Clothing,Jacket,Europe,In-Store,Returning,PayPal,1151.26,9,5,9843.27,0,2.7,8
749,2025-11-19,Clothing,Suit,Middle East,In-Store,Returning,Buy Now Pay Later,953.54,8,0,7628.32,0,1.2,4
750,2025-07-14,Home & Garden,Blender,North America,In-Store,New,Credit Card,613.91,10,5,5832.14,0,2.7,1
751,2025-07-06,Toys,Doll,North America,Mobile App,New,Bank Transfer,424.43,12,20,4074.53,0,4.6,3
752,2025-08-30,Electronics,Laptop,North America,Mobile App,Returning,Bank Transfer,423.84,20,0,8476.8,0,2.0,8
753,2025-12-16,Beauty,Perfume,Asia Pacific,Online,New,Credit Card,829.89,5,15,3527.03,0,4.2,12
754,2025-02-24,Beauty,Lipstick,Asia Pacific,In-Store,Churned,Credit Card,200.08,20,0,4001.6,6,1.8,8
755,2025-04-14,Clothing,T-Shirt,Middle East,Mobile App,Premium,Crypto,802.67,5,0,4013.35,0,2.7,12
756,2025-08-12,Books,Biography,Asia Pacific,Mobile App,Churned,Credit Card,106.22,14,0,1487.08,0,2.1,3
757,2025-09-11,Books,Fiction Novel,Middle East,Online,Returning,Crypto,1028.62,17,0,17486.54,0,4.0,7
758,2025-01-02,Toys,Puzzle,Middle East,Mobile App,Returning,PayPal,244.2,7,0,1709.4,0,4.2,8
759,2025-03-02,Books,Textbook,Europe,Mobile App,Premium,Buy Now Pay Later,260.81,2,5,495.54,0,3.6,5
760,2025-03-01,Home & Garden,Plant Pot,North America,In-Store,Returning,Buy Now Pay Later,7.09,12,15,72.32,0,4.8,9
761,2025-01-30,Books,Comic Book,Europe,Marketplace,Premium,Bank Transfer,940.8,1,15,799.68,0,4.9,3
762,2025-11-17,Books,Fiction Novel,Middle East,Online,Churned,Bank Transfer,953.29,18,5,16301.26,0,1.9,5
763,2025-08-11,Sports,Tennis Racket,Latin America,In-Store,Churned,PayPal,556.12,16,0,8897.92,0,2.8,14
764,2025-01-11,Home & Garden,Lamp,Middle East,Marketplace,Returning,Bank Transfer,468.69,6,20,2249.71,0,1.8,3
765,2025-09-27,Clothing,Jacket,Europe,Marketplace,Churned,Credit Card,210.25,1,0,210.25,0,1.1,14
766,2025-05-18,Electronics,Camera,North America,In-Store,Returning,Credit Card,218.24,20,0,4364.8,0,1.0,13
767,2025-09-03,Clothing,Sneakers,Asia Pacific,Online,Returning,PayPal,1140.71,15,0,17110.65,0,2.9,4
768,2025-02-22,Electronics,Smart Watch,Asia Pacific,Online,New,Credit Card,819.24,4,20,2621.57,0,4.6,1
769,2025-04-26,Sports,Bicycle,Latin America,In-Store,Premium,Bank Transfer,1382.93,13,0,17978.09,0,5.0,4
770,2025-07-04,Clothing,Dress,Asia Pacific,Online,Premium,Credit Card,1385.36,3,0,4156.08,0,1.7,9
771,2025-11-16,Beauty,Mascara,Europe,Marketplace,Returning,Bank Transfer,1227.26,12,0,14727.12,0,3.0,6
772,2025-06-13,Books,Comic Book,North America,Online,Returning,PayPal,225.93,15,25,2541.71,0,1.5,7
773,2025-07-17,Books,Self-Help Book,North America,Mobile App,Returning,PayPal,532.15,16,20,6811.52,0,4.9,10
774,2025-09-12,Beauty,Lipstick,Europe,Marketplace,Churned,Buy Now Pay Later,810.43,16,5,12318.54,0,3.3,7
775,2025-04-15,Sports,Swim Goggles,North America,In-Store,Premium,Credit Card,1490.89,1,15,1267.26,0,4.8,2
776,2025-03-15,Electronics,Tablet,Asia Pacific,In-Store,Premium,Crypto,1253.7,18,20,18053.28,0,4.3,1
777,2025-07-10,Home & Garden,Sofa,Europe,Marketplace,New,Crypto,85.85,4,0,343.4,0,3.4,3
778,2025-02-09,Electronics,Smartphone,Asia Pacific,In-Store,New,PayPal,23.65,14,0,331.1,0,2.9,3
779,2025-05-27,Books,Cookbook,Latin America,Mobile App,Churned,Credit Card,171.34,2,0,342.68,0,1.7,3
780,2025-09-14,Electronics,Headphones,Latin America,Marketplace,Premium,Buy Now Pay Later,462.52,8,20,2960.13,0,2.1,2
781,2025-07-20,Toys,Board Game,Europe,Marketplace,New,PayPal,279.62,18,0,5033.16,0,2.9,6
782,2025-04-10,Toys,Puzzle,Europe,Online,Premium,Crypto,408.53,4,0,1634.12,0,4.1,6
783,2025-04-19,Electronics,Smartphone,Asia Pacific,In-Store,New,Credit Card,897.68,10,5,8527.96,0,3.6,1
784,2025-01-25,Sports,Running Shoes,North America,Online,Churned,Credit Card,475.3,10,0,4753.0,0,4.0,7
785,2025-06-19,Sports,Running Shoes,Latin America,Mobile App,Returning,Credit Card,613.89,17,0,10436.13,0,4.1,1
786,2025-03-19,Toys,Puzzle,Middle East,Online,Premium,PayPal,1025.15,3,0,3075.45,0,1.9,4
787,2025-06-23,Home & Garden,Curtains,Europe,Mobile App,Churned,PayPal,439.81,20,20,7036.96,12,2.0,10
788,2025-03-15,Clothing,Jeans,Middle East,Marketplace,New,Credit Card,1150.64,10,0,11506.4,0,2.8,3
789,2025-02-15,Books,Self-Help Book,North America,Mobile App,Premium,Bank Transfer,111.35,15,10,1503.23,0,4.9,13
790,2025-07-06,Automotive,Air Freshener,Europe,Online,Churned,Credit Card,1289.21,13,20,13407.78,0,4.7,3
791,2025-12-16,Automotive,Jump Starter,Middle East,Mobile App,Premium,Credit Card,622.73,15,10,8406.86,0,5.0,1
792,2025-05-29,Electronics,Camera,Europe,Online,Returning,Credit Card,566.85,19,20,8616.12,0,1.9,14
793,2025-11-25,Automotive,Air Freshener,North America,Mobile App,Churned,Crypto,805.0,15,0,12075.0,11,1.4,7
794,2025-06-25,Toys,Board Game,Latin America,Mobile App,New,Bank Transfer,1494.68,16,5,22719.14,0,2.9,5
795,2025-11-24,Automotive,Car Mat,Middle East,In-Store,Churned,PayPal,324.14,19,0,6158.66,0,4.1,1
796,2025-01-12,Beauty,Serum,Latin America,In-Store,New,PayPal,1429.2,14,10,18007.92,0,1.7,3
797,2025-08-03,Clothing,Dress,Latin America,Online,Premium,Crypto,789.54,9,0,7105.86,0,1.4,7
798,2025-09-04,Beauty,Perfume,Europe,In-Store,Premium,Crypto,715.87,6,20,3436.18,0,3.8,7
799,2025-11-12,Electronics,Smart Watch,Middle East,In-Store,New,Buy Now Pay Later,221.2,11,0,2433.2,0,2.8,3
800,2025-01-02,Automotive,Jump Starter,North America,Marketplace,Premium,Buy Now Pay Later,1482.42,5,25,5559.08,0,3.3,1
801,2025-07-13,Sports,Swim Goggles,Europe,Marketplace,Returning,Buy Now Pay Later,328.13,7,5,2182.06,0,3.3,1
802,2025-03-05,Beauty,Perfume,North America,Mobile App,Premium,Buy Now Pay Later,1050.48,15,20,12605.76,0,2.4,9
803,2025-08-08,Toys,RC Car,Asia Pacific,Online,Returning,Crypto,562.82,18,0,10130.76,0,2.5,14
804,2025-02-15,Toys,Doll,Asia Pacific,Online,New,Credit Card,976.19,20,20,15619.04,0,4.0,10
805,2025-04-19,Clothing,Suit,Latin America,Online,Premium,Crypto,338.2,15,20,4058.4,0,4.4,2
806,2025-04-25,Beauty,Serum,Latin America,Marketplace,New,Bank Transfer,763.8,9,10,6186.78,0,4.6,7
807,2025-03-20,Sports,Yoga Mat,Latin America,Online,New,Credit Card,1186.81,17,15,17149.4,0,4.8,7
808,2025-10-23,Sports,Tennis Racket,Latin America,In-Store,Churned,Credit Card,646.51,13,0,8404.63,0,2.3,3
809,2025-07-20,Toys,Board Game,North America,In-Store,New,Buy Now Pay Later,1265.33,9,0,11387.97,0,1.8,2
810,2025-12-29,Electronics,Headphones,North America,In-Store,New,Buy Now Pay Later,817.79,3,20,1962.7,2,1.5,8
811,2025-10-02,Beauty,Lipstick,Europe,In-Store,Premium,PayPal,1261.48,13,10,14759.32,0,2.1,3
812,2025-11-02,Electronics,Camera,Middle East,Online,New,Crypto,188.41,5,10,847.85,0,1.7,2
813,2025-01-12,Automotive,Jump Starter,Europe,Marketplace,New,Crypto,623.55,16,0,9976.8,0,2.7,6
814,2025-12-04,Automotive,Dash Cam,Europe,Mobile App,New,PayPal,853.1,20,0,17062.0,0,2.4,6
815,2025-05-11,Automotive,Seat Cover,Middle East,Online,Returning,Buy Now Pay Later,1390.24,7,0,9731.68,0,3.1,13
816,2025-06-17,Home & Garden,Lamp,Asia Pacific,Online,Returning,Credit Card,212.15,3,0,636.45,0,2.9,2
817,2025-08-12,Beauty,Foundation,Middle East,Mobile App,Churned,Crypto,771.42,13,5,9527.04,0,1.8,14
818,2025-09-07,Books,Cookbook,North America,Mobile App,Returning,PayPal,653.04,15,20,7836.48,0,2.1,6
819,2025-06-30,Clothing,Sneakers,Latin America,Marketplace,Returning,Buy Now Pay Later,564.07,3,25,1269.16,0,1.1,9
820,2025-01-16,Books,Biography,Latin America,Mobile App,Premium,Crypto,176.4,11,20,1552.32,0,2.4,2
821,2025-03-04,Sports,Swim Goggles,Asia Pacific,Mobile App,Returning,Bank Transfer,19.4,1,15,16.49,0,3.3,6
822,2025-04-19,Sports,Tennis Racket,North America,Marketplace,Premium,Buy Now Pay Later,793.26,4,10,2855.74,0,4.8,13
823,2025-04-12,Clothing,Sneakers,Latin America,Marketplace,Premium,Bank Transfer,299.7,16,25,3596.4,8,2.7,2
824,2025-10-23,Automotive,Dash Cam,Middle East,Mobile App,Churned,PayPal,36.8,1,0,36.8,0,2.1,14
825,2025-02-05,Toys,LEGO Set,Middle East,Online,Premium,Credit Card,707.49,14,10,8914.37,0,4.0,7
826,2025-06-02,Clothing,Sneakers,Asia Pacific,Marketplace,New,Crypto,1046.2,15,25,11769.75,0,4.9,2
827,2025-01-06,Beauty,Mascara,North America,Online,Returning,Credit Card,212.41,11,20,1869.21,0,1.4,12
828,2025-02-26,Beauty,Mascara,North America,Online,Premium,Credit Card,76.77,10,0,767.7,0,3.8,13
829,2025-03-06,Toys,Action Figure,Europe,In-Store,Churned,Credit Card,482.4,5,20,1929.6,0,3.7,9
830,2025-09-05,Sports,Tennis Racket,Latin America,Marketplace,Premium,Bank Transfer,342.62,9,10,2775.22,0,2.4,14
831,2025-01-31,Sports,Swim Goggles,Europe,Online,New,Crypto,322.65,7,25,1693.91,0,1.8,2
832,2025-12-02,Beauty,Lipstick,Middle East,Mobile App,Premium,Crypto,235.23,17,0,3998.91,0,1.9,6
833,2025-02-05,Toys,Puzzle,Middle East,In-Store,Churned,PayPal,420.37,6,10,2270.0,0,3.3,2
834,2025-08-24,Home & Garden,Blender,North America,Online,Returning,Credit Card,284.61,1,25,213.46,0,2.8,5
835,2025-03-19,Clothing,Sneakers,North America,Mobile App,Churned,PayPal,598.41,14,15,7121.08,4,2.5,1
836,2025-07-26,Toys,Doll,Latin America,In-Store,Premium,PayPal,269.08,9,25,1816.29,0,1.4,1
837,2025-10-22,Sports,Yoga Mat,Europe,Online,New,Credit Card,402.94,3,0,1208.82,0,4.5,12
838,2025-09-11,Toys,Puzzle,Latin America,Online,Returning,Bank Transfer,312.53,7,15,1859.55,0,3.8,5
839,2025-03-29,Electronics,Laptop,Europe,Marketplace,Premium,PayPal,476.09,3,0,1428.27,0,4.6,3
840,2025-04-01,Electronics,Camera,Latin America,Marketplace,Premium,Credit Card,1461.68,3,0,4385.04,0,4.4,10
841,2025-08-30,Beauty,Serum,Middle East,Online,Churned,PayPal,168.53,1,10,151.68,0,3.1,3
842,2025-09-09,Home & Garden,Sofa,North America,Mobile App,Premium,Crypto,1103.55,18,10,17877.51,0,2.0,8
843,2025-05-19,Electronics,Tablet,Asia Pacific,Mobile App,Churned,Credit Card,1030.25,1,0,1030.25,0,4.4,11
844,2025-12-23,Home & Garden,Plant Pot,Latin America,Online,Returning,Buy Now Pay Later,1460.07,12,5,16644.8,0,1.8,7
845,2025-12-14,Clothing,Dress,Middle East,Marketplace,Returning,Bank Transfer,526.52,11,20,4633.38,0,4.8,5
846,2025-08-21,Books,Self-Help Book,North America,Mobile App,New,Crypto,852.16,12,10,9203.33,0,1.0,11
847,2025-09-07,Home & Garden,Blender,Europe,Mobile App,Returning,Bank Transfer,435.95,10,0,4359.5,0,1.9,14
848,2025-06-30,Clothing,T-Shirt,Latin America,Mobile App,New,Crypto,992.08,1,0,992.08,0,2.4,5
849,2025-10-27,Home & Garden,Sofa,Asia Pacific,In-Store,Returning,Crypto,1377.8,10,5,13089.1,5,2.0,11
850,2025-11-02,Toys,Puzzle,Latin America,Online,Premium,Bank Transfer,469.55,19,20,7137.16,0,2.3,10
851,2025-10-11,Home & Garden,Curtains,Europe,Mobile App,Returning,Crypto,303.29,10,0,3032.9,0,4.7,8
852,2025-08-15,Home & Garden,Blender,Latin America,Online,Returning,Buy Now Pay Later,1042.73,17,15,15067.45,0,2.7,7
853,2025-03-13,Toys,Puzzle,North America,Online,Churned,Credit Card,924.74,10,5,8785.03,0,2.5,10
854,2025-08-25,Books,Fiction Novel,Latin America,In-Store,Churned,Credit Card,1212.18,17,25,15455.3,0,1.3,5
855,2025-09-04,Clothing,Dress,Middle East,Online,Premium,Buy Now Pay Later,1037.44,2,0,2074.88,0,3.7,12
856,2025-04-25,Electronics,Camera,Europe,In-Store,Churned,PayPal,1343.1,5,10,6043.95,0,3.9,1
857,2025-03-20,Automotive,Seat Cover,Europe,Online,New,Credit Card,907.67,4,0,3630.68,0,1.4,1
858,2025-09-05,Automotive,Phone Mount,North America,Online,Premium,Crypto,1474.13,8,10,10613.74,0,3.7,14
859,2025-12-03,Clothing,Jacket,Europe,Online,Returning,PayPal,364.82,17,5,5891.84,0,2.2,11
860,2025-07-17,Clothing,Sneakers,Latin America,Mobile App,Premium,Crypto,1047.99,4,25,3143.97,0,2.7,1
861,2025-06-05,Books,Cookbook,North America,Marketplace,New,Buy Now Pay Later,55.95,20,25,839.25,11,4.9,8
862,2025-09-15,Automotive,Jump Starter,North America,In-Store,Premium,Buy Now Pay Later,320.12,17,20,4353.63,0,1.7,3
863,2025-05-23,Beauty,Foundation,Middle East,Mobile App,Churned,PayPal,1178.52,10,20,9428.16,7,2.5,8
864,2025-10-29,Home & Garden,Mattress,Middle East,Mobile App,Returning,Bank Transfer,1433.02,12,20,13756.99,0,4.4,3
865,2025-04-29,Sports,Yoga Mat,North America,Marketplace,Churned,Bank Transfer,1472.09,8,0,11776.72,0,1.7,7
866,2025-02-07,Toys,LEGO Set,North America,Mobile App,New,Credit Card,665.09,12,0,7981.08,0,2.3,12
867,2025-09-09,Automotive,Phone Mount,Europe,In-Store,Returning,Bank Transfer,659.08,10,5,6261.26,0,1.6,14
868,2025-01-18,Sports,Yoga Mat,Middle East,Online,New,PayPal,1215.96,1,15,1033.57,0,3.3,14
869,2025-10-20,Clothing,Dress,Europe,Marketplace,Returning,PayPal,1242.23,17,15,17950.22,0,4.6,14
870,2025-10-19,Home & Garden,Sofa,Latin America,Marketplace,Churned,Credit Card,121.82,17,10,1863.85,0,3.0,1
871,2025-12-27,Beauty,Moisturizer,Europe,Mobile App,Premium,Crypto,540.07,6,10,2916.38,4,2.0,9
872,2025-08-30,Books,Cookbook,Middle East,Online,New,Buy Now Pay Later,1405.71,9,0,12651.39,6,2.0,6
873,2025-09-10,Electronics,Smartphone,Europe,Mobile App,New,PayPal,114.0,19,0,2166.0,0,1.3,7
874,2025-02-23,Clothing,Sneakers,Latin America,In-Store,Premium,Credit Card,58.22,17,5,940.25,0,2.7,5
875,2025-11-08,Sports,Yoga Mat,North America,Online,Returning,Buy Now Pay Later,1291.14,1,25,968.36,0,3.8,7
876,2025-11-12,Toys,RC Car,Europe,Online,Churned,Credit Card,1473.89,12,15,15033.68,0,2.7,1
877,2025-10-02,Sports,Dumbbells,North America,Online,Returning,Crypto,854.23,1,5,811.52,0,1.3,3
878,2025-11-05,Automotive,Dash Cam,Asia Pacific,Online,Premium,Bank Transfer,984.54,8,10,7088.69,0,2.6,11
879,2025-04-16,Clothing,Suit,North America,Online,Premium,Buy Now Pay Later,744.92,12,5,8492.09,0,2.2,6
880,2025-09-15,Books,Comic Book,Europe,Mobile App,Premium,Buy Now Pay Later,161.05,12,20,1546.08,0,3.5,5
881,2025-04-18,Clothing,Jeans,Europe,In-Store,Premium,Buy Now Pay Later,188.51,5,0,942.55,0,3.8,11
882,2025-05-23,Automotive,Car Mat,North America,Marketplace,New,Bank Transfer,884.42,10,0,8844.2,9,2.5,1
883,2025-07-14,Toys,Puzzle,Latin America,Online,Returning,PayPal,280.72,14,0,3930.08,0,1.1,13
884,2025-04-21,Beauty,Moisturizer,Middle East,Mobile App,Premium,Buy Now Pay Later,1137.09,11,20,10006.39,0,4.1,12
885,2025-08-26,Electronics,Laptop,Middle East,Marketplace,Premium,Buy Now Pay Later,638.63,19,10,10920.57,0,2.5,12
886,2025-05-08,Sports,Dumbbells,North America,Mobile App,Premium,Credit Card,1158.15,10,15,9844.27,0,1.2,5
887,2025-10-19,Beauty,Perfume,Asia Pacific,Online,New,Bank Transfer,992.86,9,0,8935.74,0,1.1,1
888,2025-01-30,Automotive,Car Mat,Asia Pacific,Marketplace,Returning,Crypto,871.46,3,10,2352.94,0,3.2,2
889,2025-03-07,Automotive,Dash Cam,Asia Pacific,Mobile App,Premium,Crypto,344.99,6,0,2069.94,0,3.6,4
890,2025-06-12,Clothing,Suit,North America,In-Store,Churned,Buy Now Pay Later,67.72,8,0,541.76,0,5.0,5
891,2025-02-25,Electronics,Camera,Asia Pacific,Online,Returning,Bank Transfer,120.83,15,0,1812.45,0,1.9,6
892,2025-03-15,Beauty,Foundation,Latin America,Online,Churned,Bank Transfer,41.92,20,15,712.64,0,2.6,11
893,2025-01-23,Beauty,Serum,Asia Pacific,Online,Returning,Bank Transfer,439.85,5,0,2199.25,0,1.8,6
894,2025-11-29,Beauty,Lipstick,Latin America,Online,Returning,Crypto,122.28,3,5,348.5,0,5.0,11
895,2025-09-24,Toys,RC Car,North America,Online,Churned,Buy Now Pay Later,664.32,9,5,5679.94,0,2.2,4
896,2025-03-01,Beauty,Lipstick,Asia Pacific,In-Store,Churned,Bank Transfer,1041.14,15,20,12493.68,0,2.4,9
897,2025-04-28,Clothing,Dress,Latin America,In-Store,Churned,Crypto,856.17,5,5,4066.81,0,2.6,10
898,2025-03-02,Home & Garden,Mattress,Asia Pacific,Mobile App,Premium,Bank Transfer,126.85,14,0,1775.9,0,3.5,13
899,2025-08-03,Sports,Dumbbells,Latin America,Online,Returning,Credit Card,398.75,18,25,5383.12,0,1.5,1
900,2025-09-29,Toys,LEGO Set,Europe,Online,Returning,Buy Now Pay Later,1378.34,14,15,16402.25,0,3.8,4
901,2025-02-07,Books,Fiction Novel,Asia Pacific,Mobile App,New,Credit Card,1109.43,12,25,9984.87,0,3.5,12
902,2025-09-18,Toys,Action Figure,Latin America,In-Store,Returning,Buy Now Pay Later,130.27,1,15,110.73,0,2.8,6
903,2025-06-02,Automotive,Dash Cam,Middle East,Mobile App,New,PayPal,742.47,2,20,1187.95,0,2.5,13
904,2025-05-23,Home & Garden,Lamp,North America,In-Store,Churned,Buy Now Pay Later,864.83,20,15,14702.11,9,1.7,5
905,2025-05-13,Books,Cookbook,Latin America,In-Store,Returning,Bank Transfer,1483.26,4,5,5636.39,0,1.6,4
906,2025-09-08,Home & Garden,Sofa,Middle East,Online,Returning,Credit Card,1249.59,1,15,1062.15,0,4.8,10
907,2025-02-26,Toys,Doll,Latin America,In-Store,Churned,Bank Transfer,1075.8,4,25,3227.4,0,3.0,2
908,2025-02-08,Home & Garden,Plant Pot,North America,Mobile App,New,PayPal,494.04,17,15,7138.88,0,3.5,9
909,2025-12-28,Clothing,Suit,Asia Pacific,Online,Churned,Credit Card,1192.33,11,5,12459.85,0,3.6,11
910,2025-07-12,Electronics,Camera,North America,In-Store,Returning,Buy Now Pay Later,1308.81,8,5,9946.96,0,1.6,14
911,2025-11-22,Home & Garden,Curtains,Latin America,Mobile App,Returning,PayPal,1314.42,17,5,21227.88,2,3.0,10
